id,sentence,difficulty,cleaned_text
3579,"Les industriels ont entrepris des recherches pour améliorer les procédés de fabrication, les rendre moins énergivores et limiter les déchets à la source, mais la question des matériaux déjà existants se pose aujourd'hui, bien que les besoins ne soient pas immédiats.",C2,industriels entrepris recherches amliorer procds fabrication rendre moins nergivores limiter dchets source question matriaux dj existants pose aujourdhui bien besoins immdiats
3580,Je suis né à Toronto.,A1,toronto
3581,"Dans cette série TV (connue pour inspirer les geeks de tout âge et toute nationalité), le holodeck est une espèce de salle de jeu capable de matérialiser n'importe quel environnement, apparemment sans nécessiter aucune interface particulière.",C1,cette srie tv connue inspirer geeks tout ge toute nationalit holodeck espce salle jeu capable matrialiser nimporte quel environnement apparemment sans ncessiter aucune interface particulire
3582,J'ai détesté la littérature à l'école en plus de ça,A2,jai dtest littrature lcole plus a
3583,"De plus, certaines limitations sont également apparues, en termes de puissance ou bien de permis de conduire.",B2,plus certaines limitations galement apparues termes puissance bien permis conduire
3584,J'habite à Paris.,A1,jhabite paris
3585,Je suis papa.,A1,papa
3586,Le bulletin de notes du gouvernement a piètre allure.,B2,bulletin notes gouvernement a pitre allure
3587,J'aime beaucoup cette exposition.,A1,jaime beaucoup cette exposition
3588,"Toutes ses velléités de dénigrement s'évanouissaient sous la poésie du rôle qui l'envahissait, et, entraînée vers l'homme par l'illusion du personnage, elle tâcha de se figurer sa vie, cette vie rétentissante, extraordinaire, splendide, et qu'elle aurait pu mener cependant, si le hasard l'avait voulu.",C2,toutes vellits dnigrement svanouissaient sous posie rle lenvahissait entrane vers lhomme lillusion personnage tcha figurer vie cette vie rtentissante extraordinaire splendide quelle pu mener cependant si hasard lavait voulu
3589,Gros bisous et merci beaucoup pour cette nouvelle histoire.,A2,gros bisous merci beaucoup cette nouvelle histoire
3590,"Suite à une série de retards, cet employé a été mis à pied pour une durée indertéminée",C2,suite srie retards cet employ a mis pied dure indertmine
3591,"Ils vont habiter tous les deux dans un joli appartement, à Paris.",A2,vont habiter tous deux joli appartement paris
3592,"Aussitôt que vous eûtes résolu ce problème, vous partîtes.",C2,aussitt etes rsolu problme parttes
3593,Le public n'a pas reconnu son talent.,A2,public na reconnu talent
3594,Et la grande personne était bien contente de connaître un homme aussi raisonnable.,B1,grande personne tait bien contente connatre homme aussi raisonnable
3595,Mais il y a un problème .,A1,a problme
3596,"""Malheureusement, on voit souvent la capacité à parler anglais comme une force, mais pas forcément d'autres langues, regrette Madame.",B1,malheureusement voit souvent capacit parler anglais comme force forcment dautres langues regrette madame
3597,Les linguistes estiment qu'un idiome ne peut survivre qu'à condition de compter au moins 100 000 locuteurs.,C1,linguistes estiment quun idiome peut survivre condition compter moins locuteurs
3598,Les éternels affrontements entre ceux qui militent pour la protection inconditionnelle de sanctuaires naturels et ceux qui défendent les intérêts économiques des compagnies forestières semblent même passés de mode.,B2,ternels affrontements entre ceux militent protection inconditionnelle sanctuaires naturels ceux dfendent intrts conomiques compagnies forestires semblent mme passs mode
3599,"Occasionnellement, Kassák ment sur ses intentions, sa profession ou sa confession ; il se dit ainsi juif pour bénéficier d'une caisse d'entraide juive (autre réseau élaboré à l'échelle européenne) et manque de se faire démasquer lorsqu'il tient son livre de prières à l'envers ou peine à retenir les quelques lignes de prière apprises phonétiquement.",C2,occasionnellement kassk ment intentions profession confession dit ainsi juif bnficier dune caisse dentraide juive autre rseau labor lchelle europenne manque faire dmasquer lorsquil tient livre prires lenvers peine retenir quelques lignes prire apprises phontiquement
3600,"C'est peut-être une petite soeur, un gentil chat comme moi .",A1,cest peuttre petite soeur gentil chat comme
3601,"Au-delà de la pression réglementaire, les entreprises qui s'engagent dans le recyclage des déchets professionnels s'inquiètent de la diminution des matières premières qui entrent dans la composition de ces appareils : des métaux rares, du cuivre, du fer.",B2,audel pression rglementaire entreprises sengagent recyclage dchets professionnels sinquitent diminution matires premires entrent composition appareils mtaux rares cuivre fer
3602,"Ils permirent ainsi, pour le meilleur et pour le pire, cette ""grande transformation"" qui multiplia les productions et autorisa l'augmentation colossale de l'espèce humaine.",C2,permirent ainsi meilleur pire cette grande transformation multiplia productions autorisa laugmentation colossale lespce humaine
3603,C'est vraiment dommage que les gens ne fasse pas attention à ce qu'ils consomment,B1,cest vraiment dommage gens fasse attention quils consomment
3604,"Nous parlons français lorsque nous sommes dehors, à l'école ou au marché",A1,parlons franais lorsque dehors lcole march
3605,Ils rentrèrent au pays après qu'ils eurent vécu en Europe,C2,rentrrent pays aprs quils vcu europe
3606,Ils n'ont tout simplement aucune classe.,B1,nont tout simplement aucune classe
3607,"C'est à la fin du XIXe siècle que les scientifiques commencent à s'intéresser, de manière raisonnée , aux capacités intellectuelles des hommes et des femmes.",B2,cest fin xixe sicle scientifiques commencent sintresser manire raisonne capacits intellectuelles hommes femmes
3608,"En me levant ce matin, j'avais très mal à la tête.",B1,levant matin javais trs mal tte
3609,J'adore l'odeur du napalm au petit matin.,B2,jadore lodeur napalm petit matin
3610,"Comme un rappel du massacre des quelque 60 millions de bisons orchestré à la fin du XIXe siècle pour venir à bout des ""PeauxRouges"".",C1,comme rappel massacre quelque millions bisons orchestr fin xixe sicle venir bout peauxrouges
3611,"TED, ce sont des conférences au cours desquelles les intervenants doivent parler pendant 20 minutes sans notes.",B2,ted confrences cours desquelles intervenants doivent parler pendant minutes sans notes
3612,"Déplorant que le Sénat ait préféré, au contraire, en rester aux dispositions initiales du projet de loi, il a conclu en constatant qu'il semblait, dans ces conditions, difficile de trouver une conciliation permettant d'aboutir à un accord en commission mixte paritaire.",C2,dplorant snat prfr contraire rester dispositions initiales projet loi a conclu constatant quil semblait conditions difficile trouver conciliation permettant daboutir accord commission mixte paritaire
3613,"À cette occasion, les parents cachent des oeufs en chocolat dans la maison et le jardin, et les enfants s'amusent à les chercher.",A2,cette occasion parents cachent oeufs chocolat maison jardin enfants samusent chercher
3614,On a droit à tout sauf à la qualité.,B1,a droit tout sauf qualit
3615,Tout est prêt.,A1,tout prt
3616,Ma contrainte avec lui eut une grande influence sur mon caractère.,B2,contrainte grande influence caractre
3617,"En Allemagne, l'université de Potsdam donne aux réfugiés qui ont été enseignants dans leur pays d'origine, la possibilité de devenir assistants puis professeurs dans les écoles allemandes qui manquent d'enseignants.",B2,allemagne luniversit potsdam donne rfugis enseignants pays dorigine possibilit devenir assistants puis professeurs coles allemandes manquent denseignants
3618,"Tout le chapelet de sociétés effectivement connectées, dont l'Antiquité méditerranéenne puis l'Europe médiévale ne formaient que l'extrémité occidentale, ne peut plus apparaître uniquement comme un ensemble d'anciennes civilisations plus ou moins rétives à la modernité, objets de l'orientalisme.",C2,tout chapelet socits effectivement connectes dont lantiquit mditerranenne puis leurope mdivale formaient lextrmit occidentale peut plus apparatre uniquement comme ensemble danciennes civilisations plus moins rtives modernit objets lorientalisme
3619,C'est dans cette voie - ouverte entre la timidité aristotélicienne et l'audace insensée des alchimistes - qu'allait passer toute la science de l'avenir.,C2,cest cette voie ouverte entre timidit aristotlicienne laudace insense alchimistes quallait passer toute science lavenir
3620,"Malgré les progrès accomplis, la situation alimentaire mondiale reste donc préoccupante, surtout si on la met en relation avec les données démographiques.",C1,malgr progrs accomplis situation alimentaire mondiale reste donc proccupante surtout si met relation donnes dmographiques
3621,"Comme sa valise est trop petite, il demande à Hélène si elle veut toujours bien lui en prêter une : il peut venir la chercher chez elle puisqu'ils n'habitent pas loin l'un de l'autre.",A2,comme valise trop petite demande hlne si veut toujours bien prter peut venir chercher chez puisquils nhabitent loin lun lautre
3622,"La vapeur se contournait en spirales autour des groupes de palmiers, entre lesquels apparaissaient de pittoresques bungalows.",B2,vapeur contournait spirales autour groupes palmiers entre lesquels apparaissaient pittoresques bungalows
3623,"Le jardin est long et étroit, il y a une balançoire au fond et un barbecue, proche de la terrasse, sur laquelle est posée un transat",B1,jardin long troit a balanoire fond barbecue proche terrasse laquelle pose transat
3624,"Le bus est certes très pratique, mais très dépendant de la qualité du trafic.",B2,bus certes trs pratique trs dpendant qualit trafic
3625,"Notre charrette avait franchi le sommet d'un autre monticule ; en face de nous s'étalait l'immense étendue de la lande, semée de rocs et de rochers.",C1,charrette franchi sommet dun autre monticule face stalait limmense tendue lande seme rocs rochers
3626,J'ajoute que vous êtes aussi fondatrice d'une association : Inversons la classe.,C2,jajoute aussi fondatrice dune association inversons classe
3627,Il faut bien faire attention à ses vêtements et à sa coiffure,A2,faut bien faire attention vtements coiffure
3628,"Ne trouves-tu pas que ces vieux murs noircis, symboles maintenant et autrefois moyens du despotisme, sont une véritable image du triste hiver ?",C1,trouvestu vieux murs noircis symboles maintenant autrefois moyens despotisme vritable image triste hiver
3629,"Parallèlement à l'urbanisation et à la déchristianisation de la société française, le septième jour, libéré de ces contraintes, est entré dans l'ère du temps libre.",C2,paralllement lurbanisation dchristianisation socit franaise septime jour libr contraintes entr lre temps libre
3630,Je suis vraiment content que tu aies pu venir.,A2,vraiment content pu venir
3631,"L'ordre de grandeur pour le moment, par exemple pour l'Afrique est environ 350 milliards d'euros de dette à l'égard de ses créanciers.",B2,lordre grandeur moment exemple lafrique environ milliards deuros dette lgard cranciers
3632,"Il s'est également arrêté dans une boulangerie où il a longuement hésité entre un pain au chocolat, un croissant, et une brioche aux pralines, pâtisserie typiquement lyonnaise",B2,sest galement arrt boulangerie o a longuement hsit entre pain chocolat croissant brioche pralines ptisserie typiquement lyonnaise
3633,C'est une excellente idée !,B1,cest excellente ide
3634,Ellénore gardait le silence.,B2,ellnore gardait silence
3635,Il interroge surtout la prétendue affinité élective de celle-ci avec le seul monothéisme.,C1,interroge surtout prtendue affinit lective celleci seul monothisme
3636,Je me suis creusé la tête sans relache durant des heures pour résoudre ce casse-tête chinois.,C1,creus tte sans relache durant heures rsoudre cassette chinois
3637,"Dans le désert, tous les hommes n'ont pas la peau noire.",B1,dsert tous hommes nont peau noire
3638,"A cette occasion, les enfants offrent des cadeaux à leur mère mais aussi de jolis oeillets.",B1,a cette occasion enfants offrent cadeaux mre aussi jolis oeillets
3639,"À partir de récits de vie, elles dissèquent les motivations des candidats à la reconversion professionnelle.",C1,partir rcits vie elles dissquent motivations candidats reconversion professionnelle
3640,J'ai mangé un hamburger et des frites.,A1,jai mang hamburger frites
3641,Ce petit nombre est notamment dû à ses expérimentations constantes et parfois désastreuses de nouvelles techniques.,C1,petit nombre notamment exprimentations constantes parfois dsastreuses nouvelles techniques
3642,"J'ai ensuite beaucoup pratiqué, grâce à mon addiction à internet",C2,jai ensuite beaucoup pratiqu grce addiction internet
3643,"Je passai quelques heures à ses pieds, me proclamant le plus heureux des hommes, lui prodiguant mille assurances de tendresse, de dévouement et de respect éternel.",C2,passai quelques heures pieds proclamant plus heureux hommes prodiguant mille assurances tendresse dvouement respect ternel
3644,Il est alors témoin d'un spectacle étonnant.,A2,alors tmoin dun spectacle tonnant
3645,"Les enfants grands sont maudits par les dieux, c'est le vieux Zahor qui l'a dit.",B1,enfants grands maudits dieux cest vieux zahor dit
3646,Est-ce qu'il y a des devoirs?,A1,estce quil a devoirs
3647,Qu'est-ce que vous faites le samedi et le dimanche ?,A1,questce faites samedi dimanche
3648,"Globalement, presque une personne sur cinq (18, 9%) vit dans un ménage avec au moins un type d'arriéré de paiement et 10, 0% avec au moins deux types d'arriérés de paiement, le pourcentage de la population avec un ou deux types d'arriérés de paiement dimunant avec l'âge, le niveau de formation et les revenus.",C1,globalement presque personne cinq vit mnage moins type darrir paiement moins deux types darrirs paiement pourcentage population deux types darrirs paiement dimunant lge niveau formation revenus
3649,"Ils avaient auparavant reçu une lettre d'une veuve qui, après avoir consacré sa vie à élever seule ses enfants, ne recevait leurs visites qu'en de très rares occasions.",B2,auparavant reu lettre dune veuve aprs avoir consacr vie lever seule enfants recevait leurs visites quen trs rares occasions
3650,"Je fais mon lit tous les jours, bien sûr; et je fais souvent la vaisselle.",A2,fais lit tous jours bien sr fais souvent vaisselle
3651,Il n'y a presque pas de pollution,B1,ny a presque pollution
3652,s'écriait-elle en saisissant les mains de Fabrice.,B2,scriaitelle saisissant mains fabrice
3653,"Serveur : une table pour quatre, n'est-ce pas ?",A2,serveur table quatre nestce
3654,"Pour éviter un oubli, vous pouvez consulter le ""Guide des formalités"" en ligne.",B2,viter oubli pouvez consulter guide formalits ligne
3655,"Un jour qu'il était venu nous voir à Paris après dîner en s'excusant d'être en habit, Françoise ayant, après son départ, dit tenir du cocher qu'il avait dîné ""chez une princesse"", - ""Oui, chez une princesse du demi-monde !"" avait répondu ma tante en haussant les épaules sans lever les yeux de sur son tricot, avec une ironie sereine.",C2,jour quil tait venu voir paris aprs dner sexcusant dtre habit franoise aprs dpart dit tenir cocher quil dn chez princesse oui chez princesse demimonde rpondu tante haussant paules sans lever yeux tricot ironie sereine
3656,"S'il fait beau, l'après-midi vous pouvez aller au jardin du Luxembourg et, le soir vous pouvez faire un tour en bateau jusqu'à la Tour Eiffel.",A1,sil fait beau laprsmidi pouvez aller jardin luxembourg soir pouvez faire tour bateau jusqu tour eiffel
3657,Elle a beaucoup de mal à avancer dans la neige.,A2,a beaucoup mal avancer neige
3658,"Le récit s'ordonne par l'accumulation de saynètes, procédé qui donne une tonalité picaresque au parcours, mais qui participe aussi à ancrer les souvenirs d'une mobilité dans des lieux, ne seraient-ils que de passage.",C2,rcit sordonne laccumulation sayntes procd donne tonalit picaresque parcours participe aussi ancrer souvenirs dune mobilit lieux seraientils passage
3659,"Au village, il y a les pour et les contre.",B1,village a contre
3660,L'employeur a en effet déjà obligation de prendre en charge la moitié de l'abonnement aux transports en commun de ses salariés.,B2,lemployeur a effet dj obligation prendre charge moiti labonnement transports commun salaris
3661,Elle a 84 ans et elle habite à Antibes,A1,a ans habite antibes
3662,Les femmes sont sous-représentées dans le domaine des sciences.,B2,femmes sousreprsentes domaine sciences
3663,"Bonjour, je vous appelle au sujet de mon imprimante photo.",A1,bonjour appelle sujet imprimante photo
3664,""" à ses proches",A2,proches
3665,"Il ne change pas facilement d'avis, il est têtu.",B1,change facilement davis ttu
3666,Le rythme d'extinction des langues a ainsi atteint des proportions sans précédent dans l'histoire : 10 par an à l'échelle mondiale.,C1,rythme dextinction langues a ainsi atteint proportions sans prcdent lhistoire an lchelle mondiale
3667,"Plusieurs études ont démontré que l'écobilan des modules photovoltaïques (énergie grise. Émission du gaz à effet de serre.) est relativement positif, comparé à d'autres filières de production d'énergie.",C2,plusieurs tudes dmontr lcobilan modules photovoltaques nergie grise mission gaz effet serre relativement positif compar dautres filires production dnergie
3668,Ce dépassement rétroactif de la Renaissance européenne a pour conséquence l'abandon du modèle évolutionniste linéaire tel que l'Europe des Lumières puis le positivisme du XIXe siècle l'avaient formalisé.,C2,dpassement rtroactif renaissance europenne a consquence labandon modle volutionniste linaire tel leurope lumires puis positivisme xixe sicle lavaient formalis
3669,"Clara a bu de l'eau, son frère a bu un verre de vin",A1,clara a bu leau frre a bu verre vin
3670,"Il y a une ruée vers : ""devenons un peu plus indépendants, moins dépendants des magasins, de l'importation, des grandes surfaces"", donc une espèce de retour au savoir-faire artisan, un peu de nos ancêtres, de nos parents, de nos grands-parents.",B2,a rue vers devenons peu plus indpendants moins dpendants magasins limportation grandes surfaces donc espce retour savoirfaire artisan peu anctres parents grandsparents
3671,Il s'agit d'un projet pour la paix de notre temps.,B1,sagit dun projet paix temps
3672,"Tout comme les comportements des animaux sont déterminés par l'instinct, leur environnement ou des déterminations biologiques, les actes et les pensées des hommes le sont eux-mêmes par de multiples facteurs à la fois internes et externes dont on ignore le plus souvent l'existence et la puissance : facteurs d'origine physiologiques, psychologiques, sociales, etc",C2,tout comme comportements animaux dtermins linstinct environnement dterminations biologiques actes penses hommes euxmmes multiples facteurs fois internes externes dont ignore plus souvent lexistence puissance facteurs dorigine physiologiques psychologiques sociales etc
3673,"Voilà le chemin à suivre, finissons-en avec ce décalage inacceptable entre la cuisine d'en haut (consommée par une minorité) et la cuisine d'en bas, celle de la majorité silencieuse, débordante et insipide.",C1,voil chemin suivre finissonsen dcalage inacceptable entre cuisine den haut consomme minorit cuisine den bas celle majorit silencieuse dbordante insipide
3674,"S'ils vont au cinéma pour l'avant-première, ils verront le dernier film de ce réalisateur de notoriété internationale.",B2,sils vont cinma lavantpremire verront dernier film ralisateur notorit internationale
3675,"Vous pouvez expliquer encore une fois, s'il vous plaît ?",A1,pouvez expliquer encore fois sil plat
3676,Il y a eu trois expéditions.,B1,a trois expditions
3677,Les Inuits attendent seulement d'elle une déclaration politique.,C1,inuits attendent seulement delle dclaration politique
3678,"""On pensait autrefois que si les régimes alimentaires étaient suffisamment énergétiques, les micronutriments suivraient"", explique ainsi Barbara Burlingame, fonctionnaire principale de la FAO.",C1,pensait autrefois si rgimes alimentaires taient suffisamment nergtiques micronutriments suivraient explique ainsi barbara burlingame fonctionnaire principale fao
3679,"Considéré dès sa naissance comme un fils à part entière par son père, il ne fut cependant jamais légitimé.",C2,considr ds naissance comme fils part entire pre cependant jamais lgitim
3680,"Nous sommes en 1915, à Vitebsk, la ville natale de Marc Chagall.",B2,vitebsk ville natale marc chagall
3681,"Un présage connu rapporte qu'un milan venu du ciel aurait fait un vol stationnaire au-dessus de son berceau, la queue de l'oiseau le touchant au visage.",C2,prsage connu rapporte quun milan venu ciel fait vol stationnaire audessus berceau queue loiseau touchant visage
3682,"Cet héritage s'est d'ailleurs vite révélé hétérogène : les pays pauvres d'Asie orientale, les plus éloignés des anciennes métropoles, ""émergent"" à des degrés divers dans l'économie mondiale dès les années 1970-1980.",C2,cet hritage sest dailleurs vite rvl htrogne pays pauvres dasie orientale plus loigns anciennes mtropoles mergent degrs divers lconomie mondiale ds annes
3683,"Trop se spécialiser dans un environnement qui change sans cesse, c'est comme rouler vite avec des oeillères.",C2,trop spcialiser environnement change sans cesse cest comme rouler vite oeillres
3684,"Merci Madame, biologiste, vous avez fondé le site, l'association Inversons la classe.",C1,merci madame biologiste fond site lassociation inversons classe
3685,"Je crois qu'en cinquante ans d'amitié on ne s'est pas disputées une fois, on a eu des petits mots de temps en temps mais jamais on s'est fait la tête, jamais on n'est restées sans se parler, jamais, jamais, jamais.",A1,crois quen cinquante ans damiti sest disputes fois a petits mots temps temps jamais sest fait tte jamais nest restes sans parler jamais jamais jamais
3686,Plusieurs milliers de classes ont participé à ce projet.,C2,plusieurs milliers classes particip projet
3687,"Bref, première leçon, le québécois n'est pas un français déformé mais plutôt un français historique, proche de celui qui était parlé en France avant le 17e siècle",C1,bref premire leon qubcois nest franais dform plutt franais historique proche celui tait parl france avant e sicle
3688,"L'extrémité supérieure de la corde est attachée à une planchette doublée de liège, et une branche de coudrier très flexible, fichée sur cette planchette, soutient une petite sonnette qui tinte lorsque le poisson, pris à la ligne, donne des secousses à la corde.",C1,lextrmit suprieure corde attache planchette double lige branche coudrier trs flexible fiche cette planchette soutient petite sonnette tinte lorsque poisson pris ligne donne secousses corde
3689,"Et c'était pas forcément une image qui me plaisait, comme j'avais l'occasion de pouvoir les changer, j'ai voulu le faire",B1,ctait forcment image plaisait comme javais loccasion pouvoir changer jai voulu faire
3690,"Une semaine au calme, ça procure un vrai plaisir.",B1,semaine calme a procure vrai plaisir
3691,Il faut aussi poser des questions sur le travail et les horaires de l'entreprise,A2,faut aussi poser questions travail horaires lentreprise
3692,Je recherche une personne pour garder mes enfants de 1 et 7 ans.,A1,recherche personne garder enfants ans
3693,Je vais prendre ma douche dans ma salle-de-bain.,A1,vais prendre douche salledebain
3694,Êtes-vous prêts à découvrir cette histoire de Noël ?,A2,tesvous prts dcouvrir cette histoire nol
3695,"Il passa contre nous, ne s'interrompit pas de parler à sa voisine, et nous fit du coin de son oeil bleu un petit signe en quelque sorte intérieur aux paupières et qui, n'intéressant pas les muscles de son visage, put passer parfaitement inaperçu de son interlocutrice ; mais, cherchant à compenser par l'intensité du sentiment le champ un peu étroit où il en circonscrivait l'expression, dans ce coin d'azur qui nous était affecté il fit pétiller tout l'entrain de la bonne grâce qui dépassa l'enjouement, frisa la malice ; il subtilisa les finesses de l'amabilité jusqu'aux clignements de la connivence, aux demi-mots, aux sousentendus, aux mystères de la complicité ; et finalement exalta les assurances d'amitié jusqu'aux protestations de tendresse, jusqu'à la déclaration d'amour, illuminant alors pour nous seuls, d'une langueur secrète et invisible à la châtelaine, une prunelle énamourée dans un visage de glace.",C2,passa contre sinterrompit parler voisine fit coin oeil bleu petit signe quelque sorte intrieur paupires nintressant muscles visage put passer parfaitement inaperu interlocutrice cherchant compenser lintensit sentiment champ peu troit o circonscrivait lexpression coin dazur tait affect fit ptiller tout lentrain bonne grce dpassa lenjouement frisa malice subtilisa finesses lamabilit jusquaux clignements connivence demimots sousentendus mystres complicit finalement exalta assurances damiti jusquaux protestations tendresse jusqu dclaration damour illuminant alors seuls dune langueur secrte invisible chtelaine prunelle namoure visage glace
3696,Il ne reste donc plus qu'à attendre.,A2,reste donc plus attendre
3697,L'objectif est de résuire les risques sanitaires et de diminuer les nuisances sur l'espace public,B2,lobjectif rsuire risques sanitaires diminuer nuisances lespace public
3698,La plateforme mettra à disposition l'ensemble de son catalogue musical et dit vouloir collaborer avec des acteurs locaux pour pouvoir élargir son offre de musique issue du marché concerné.,B2,plateforme mettra disposition lensemble catalogue musical dit vouloir collaborer acteurs locaux pouvoir largir offre musique issue march concern
3699,"Nicolas va se marier, pour la deuxième fois.",A1,nicolas va marier deuxime fois
3700,"Également noble de visage et de corps, dans l'action comme au repos, plein de grâce et de puissance mesurée, il gardait au milieu de l'effort le souci inconscient des pures attitudes, et les moindres de ses gestes paraissaient des bienfaits.",B2,galement noble visage corps laction comme repos plein grce puissance mesure gardait milieu leffort souci inconscient pures attitudes moindres gestes paraissaient bienfaits
3701,"Le beau monsieur, qui était magicien, le força alors à le conduire à la montagne, et à ouvrir le rocher en le touchant avec l'herbe merveilleuse.",B1,beau monsieur tait magicien fora alors conduire montagne ouvrir rocher touchant lherbe merveilleuse
3702,Son grand chapeau à l'espagnole tomba dans un geste qu'il fit ; et aussitôt les instruments et les chanteurs entonnèrent le sextuor.,C2,grand chapeau lespagnole tomba geste quil fit aussitt instruments chanteurs entonnrent sextuor
3703,"Du fond de la ténèbre verte, toute criblée de gouttes de lumière, une petite forme humaine, pelotonnée dans son élan, déboula comme un lièvre.",C2,fond tnbre verte toute crible gouttes lumire petite forme humaine pelotonne lan dboula comme livre
3704,Forestier riait beaucoup de l'aventure ; les deux femmes déclaraient que le bavard indiscret n'était qu'un goujat et qu'un lâche.,C2,forestier riait beaucoup laventure deux femmes dclaraient bavard indiscret ntait quun goujat quun lche
3705,Il travaille en ville.,A1,travaille ville
3706,"En juillet, ma famille et moi irons dans le Sud de la France.",B1,juillet famille irons sud france
3707,Je vais revenir avec les enfants la semaine prochaine.,A1,vais revenir enfants semaine prochaine
3708,"La recomposition conjugale après 50 ans est en forte progression, précise Vincent Caradec, professeur de sociologie à l'université de Lille III (Vieillir après la retraite, PUF).",C1,recomposition conjugale aprs ans forte progression prcise vincent caradec professeur sociologie luniversit lille iii vieillir aprs retraite puf
3709,"Ils sont trop mignons Mon préféré est noir et blanc, et il s'appelle",A2,trop mignons prfr noir blanc sappelle
3710,Cette situation est d'autant plus préoccupante que la part de création de valeur des entreprises issue de la valorisation de ces actifs intellectuels est jugée par certains comme dépassant actuellement celle générée par les actifs matériels,C2,cette situation dautant plus proccupante part cration valeur entreprises issue valorisation actifs intellectuels juge certains comme dpassant actuellement celle gnre actifs matriels
3711,"À gauche, c'est ma salle de bain, avec vue sur mon jardin.",A2,gauche cest salle bain vue jardin
3712,"Et après, on peut prendre un bain dans la piscine, l'eau est bonne !",A1,aprs peut prendre bain piscine leau bonne
3713,"""Or, une forte exposition médiatique d'un événement sportif, qui plus est lorsqu'elle est associée à de bonnes performances de la part des sportifs (en particulier français), est susceptible de générer un engouement pour la pratique sportive"", explique l'Insee.",C1,or forte exposition mdiatique dun vnement sportif plus lorsquelle associe bonnes performances part sportifs particulier franais susceptible gnrer engouement pratique sportive explique linsee
3714,"Par-delà ces collines, dont le faîte offre des ermitages qu'on voudrait tous habiter, l'oeil étonné aperçoit les pics des Alpes, toujours couverts de neige, et leur austérité sévère lui rappelle des malheurs de la vie ce qu'il en faut pour accroître la volupté présente.",C1,pardel collines dont fate offre ermitages quon voudrait tous habiter loeil tonn aperoit pics alpes toujours couverts neige austrit svre rappelle malheurs vie quil faut accrotre volupt prsente
3715,"En gros, je n'ai rien contre les uniformes.",B1,gros nai rien contre uniformes
3716,Ma maison est grande,A1,maison grande
3717,Je vous coupe les cheveux.,A1,coupe cheveux
3718,L'homme avait l'intention de sortir sa femme du trou.,B1,lhomme lintention sortir femme trou
3719,Un technicien fait le nécessaire et vous rappelle dans une heure environ.,A1,technicien fait ncessaire rappelle heure environ
3720,Elle avait besoin de passer un instant seule.,A2,besoin passer instant seule
3721,"Or une telle vie, guidée par des désirs multiples, polymorphes et surtout infinis, mène nécessairement au tourment et au malheur",C2,or telle vie guide dsirs multiples polymorphes surtout infinis mne ncessairement tourment malheur
3722,"En 1902, pour éviter l'extinction, le parc national de Yellowstone (Wyoming) prend en charge vingt et un bisons : ils deviennent la première espèce animale protégée.",C1,viter lextinction parc national yellowstone wyoming prend charge vingt bisons deviennent premire espce animale protge
3723,"Le prince Charles, 56 ans, et sa compagne, Camilla Parker-Bowles, 57 ans, ne s'apprêtent-ils pas à convoler, enfin?",C1,prince charles ans compagne camilla parkerbowles ans sapprtentils convoler enfin
3724,Je ne pourrai pas venir demain.,A2,pourrai venir demain
3725,Avoir un chien est un vrai bonheur mais encore faut-il s'en occuper correctement.,B1,avoir chien vrai bonheur encore fautil sen occuper correctement
3726,Cerveau et seau de plage jouent-ils les vases communicants ?,C2,cerveau seau plage jouentils vases communicants
3727,Que restera-t-il à la rentrée des acquis de l'année scolaire ?,C2,resteratil a rentree acquis lannee scolaire
3728,Envoie-moi un mot pour confirmer votre présence.,A1,envoiemoi mot confirmer prsence
3729,Le cabotin diplomate avait même soin de faire toujours glisser dans les réclames une phrase poétique sur la fascination de sa personne et la sensibilité de son âme.,C2,cabotin diplomate mme soin faire toujours glisser rclames phrase potique fascination personne sensibilit
3730,Nous nageons dans la piscine.,A1,nageons piscine
3731,"La couverture du bouquin était couleur bleu turquoise, je l'ai adorée dès que je l'ai vue.",B1,couverture bouquin tait couleur bleu turquoise lai adore ds lai vue
3732,"De Buren exprime ces différents points de vue sur la ressource à travers une triple définition du concept : la ressource institutionnelle, telle qu'elle perçut au travers des règles qui encadrent ses usages, la ressource physique perçue au travers des fonctions qu'elle remplit et finalement la ressource sociale, lorsqu'elle est envisagée au travers des relations, qui se nouent entre ses usages.",C2,buren exprime diffrents points vue ressource travers triple dfinition concept ressource institutionnelle telle quelle perut travers rgles encadrent usages ressource physique perue travers fonctions quelle remplit finalement ressource sociale lorsquelle envisage travers relations nouent entre usages
3733,Ce commandant mena plusieurs batailles épiques grâce à sa bravour et ses tactiques militaires ingénieuses.,C1,commandant mena plusieurs batailles piques grce bravour tactiques militaires ingnieuses
3734,"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soient enseignée à l'école.",C1,selon sondage publi mai dernier bva socit franaise sondages syntec numrique fdration professionnelle secteur informatique favorable mesure franais mme daccord programmation informatique enseigne lcole
3735,Je suis devenue très copine avec la fille de 14 ans.,A2,devenue trs copine fille ans
